Latitude (decimal degrees):	34.057
Longitude (decimal degrees):	-6.768
Elevation (m):	74
Radiation database:	PVGIS-SARAH3


Slope: 32 deg. (optimum)
Azimuth: 3 deg. (optimum)
Nominal power of the PV system (CIS) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20201205:0009,0.0,0.0,0.0,11.54,5.66,0.0
20201205:0109,0.0,0.0,0.0,11.48,5.52,0.0
20201205:0209,0.0,0.0,0.0,11.06,5.52,0.0
20201205:0309,0.0,0.0,0.0,10.77,5.38,0.0
20201205:0409,0.0,0.0,0.0,10.65,5.24,0.0
20201205:0509,0.0,0.0,0.0,10.18,5.1,0.0
20201205:0609,0.0,0.0,0.0,9.81,5.31,0.0
20201205:0709,0.0,0.0,0.0,10.05,4.55,0.0
20201205:0809,25.11,38.53,8.36,10.48,4.14,0.0
20201205:0909,221.51,275.74,17.97,11.28,4.07,0.0
20201205:1009,295.88,364.38,25.85,12.24,4.14,0.0
20201205:1109,34.21,51.69,31.29,12.59,4.69,0.0
20201205:1209,361.76,443.1,33.56,12.54,4.76,0.0
20201205:1309,684.67,843.52,32.27,12.71,4.34,0.0
20201205:1409,566.88,693.69,27.66,12.91,4.0,0.0
20201205:1509,490.14,599.38,20.39,12.91,3.66,0.0
20201205:1609,62.61,87.8,11.2,12.67,3.45,0.0
20201205:1709,0.0,0.0,0.0,12.18,2.69,0.0
20201205:1809,0.0,0.0,0.0,11.48,2.0,0.0
20201205:1909,0.0,0.0,0.0,11.94,1.86,0.0
20201205:2009,0.0,0.0,0.0,11.15,2.07,0.0
20201205:2109,0.0,0.0,0.0,10.73,1.79,0.0
20201205:2209,0.0,0.0,0.0,10.32,1.79,0.0
20201205:2309,0.0,0.0,0.0,9.94,1.86,0.0
20201206:0009,0.0,0.0,0.0,9.85,2.14,0.0
20201206:0109,0.0,0.0,0.0,9.78,2.28,0.0
20201206:0209,0.0,0.0,0.0,9.69,2.34,0.0
20201206:0309,0.0,0.0,0.0,9.58,2.62,0.0
20201206:0409,0.0,0.0,0.0,9.07,2.62,0.0
20201206:0509,0.0,0.0,0.0,8.94,2.55,0.0
20201206:0609,0.0,0.0,0.0,9.53,2.48,0.0
20201206:0709,0.0,0.0,0.0,9.65,2.62,0.0
20201206:0809,75.13,102.28,8.21,9.38,2.55,0.0
20201206:0909,293.52,361.73,17.81,10.61,2.62,0.0
20201206:1009,224.96,281.35,25.7,11.65,2.97,0.0
20201206:1109,167.13,214.66,31.14,12.71,3.31,0.0
20201206:1209,473.41,582.04,33.43,13.42,3.52,0.0
20201206:1309,729.81,913.78,32.17,13.82,3.52,0.0
20201206:1409,244.28,306.94,27.59,14.06,3.52,0.0
20201206:1509,131.23,172.45,20.35,14.17,3.45,0.0
20201206:1609,34.86,53.57,11.18,13.9,3.1,0.0
20201206:1709,0.0,0.0,0.0,13.3,2.55,0.0
20201206:1809,0.0,0.0,0.0,12.64,2.28,0.0
20201206:1909,0.0,0.0,0.0,12.95,2.21,0.0
20201206:2009,0.0,0.0,0.0,12.62,2.34,0.0
20201206:2109,0.0,0.0,0.0,12.13,2.41,0.0
20201206:2209,0.0,0.0,0.0,11.84,2.21,0.0
20201206:2309,0.0,0.0,0.0,11.7,2.34,0.0
20201207:0009,0.0,0.0,0.0,11.59,2.48,0.0
20201207:0109,0.0,0.0,0.0,11.39,2.69,0.0
20201207:0209,0.0,0.0,0.0,11.31,2.69,0.0
20201207:0309,0.0,0.0,0.0,11.12,2.97,0.0
20201207:0409,0.0,0.0,0.0,10.99,3.1,0.0
20201207:0509,0.0,0.0,0.0,11.04,3.24,0.0
20201207:0609,0.0,0.0,0.0,11.26,3.24,0.0
20201207:0709,0.0,0.0,0.0,11.21,3.38,0.0
20201207:0809,194.28,253.77,8.06,11.41,3.45,0.0
20201207:0909,206.81,260.46,17.66,12.45,3.31,0.0
20201207:1009,326.52,403.84,25.55,13.98,3.66,0.0
20201207:1109,514.12,634.81,31.0,15.6,4.07,0.0
20201207:1209,489.43,605.54,33.31,16.5,4.48,0.0
20201207:1309,429.53,531.11,32.08,17.02,5.24,0.0
20201207:1409,642.06,796.59,27.53,17.18,5.03,0.0
20201207:1509,413.27,511.24,20.31,16.95,4.55,0.0
20201207:1609,158.46,208.53,11.17,16.67,4.14,0.0
20201207:1709,0.0,0.0,0.0,16.06,3.93,0.0
20201207:1809,0.0,0.0,0.0,15.33,3.66,0.0
20201207:1909,0.0,0.0,0.0,15.21,3.59,0.0
20201207:2009,0.0,0.0,0.0,14.94,3.66,0.0
20201207:2109,0.0,0.0,0.0,14.88,3.66,0.0
20201207:2209,0.0,0.0,0.0,14.55,3.38,0.0
20201207:2309,0.0,0.0,0.0,14.5,3.1,0.0
20201208:0009,0.0,0.0,0.0,14.2,2.76,0.0
20201208:0109,0.0,0.0,0.0,13.82,2.69,0.0
20201208:0209,0.0,0.0,0.0,13.58,2.69,0.0
20201208:0309,0.0,0.0,0.0,13.63,2.69,0.0
20201208:0409,0.0,0.0,0.0,13.45,2.76,0.0
20201208:0509,0.0,0.0,0.0,13.48,2.83,0.0
20201208:0609,0.0,0.0,0.0,13.56,2.83,0.0
20201208:0709,0.0,0.0,0.0,13.63,3.03,0.0
20201208:0809,39.14,59.46,7.92,13.72,3.03,0.0
20201208:0909,252.38,316.56,17.52,14.44,3.93,0.0
20201208:1009,586.85,723.77,25.41,14.95,4.0,0.0
20201208:1109,654.27,811.63,30.87,15.45,4.34,0.0
20201208:1209,658.86,818.04,33.19,15.85,4.69,0.0
20201208:1309,486.44,600.76,31.99,16.46,4.69,0.0
20201208:1409,461.61,570.3,27.47,16.74,4.48,0.0
20201208:1509,351.16,436.67,20.28,16.88,4.21,0.0
20201208:1609,194.14,251.99,11.16,16.52,3.52,0.0
20201208:1709,0.0,0.0,0.0,15.86,3.24,0.0
20201208:1809,0.0,0.0,0.0,15.35,3.17,0.0
20201208:1909,0.0,0.0,0.0,15.38,3.31,0.0
20201208:2009,0.0,0.0,0.0,15.06,3.45,0.0
20201208:2109,0.0,0.0,0.0,14.74,3.45,0.0
20201208:2209,0.0,0.0,0.0,14.4,3.38,0.0
20201208:2309,0.0,0.0,0.0,13.95,2.83,0.0
20201209:0009,0.0,0.0,0.0,14.21,2.28,0.0
20201209:0109,0.0,0.0,0.0,14.11,1.93,0.0
20201209:0209,0.0,0.0,0.0,14.08,1.59,0.0
20201209:0309,0.0,0.0,0.0,13.49,1.17,0.0
20201209:0409,0.0,0.0,0.0,13.59,0.48,0.0
20201209:0509,0.0,0.0,0.0,13.56,0.41,0.0
20201209:0609,0.0,0.0,0.0,11.93,1.1,0.0
20201209:0709,0.0,0.0,0.0,11.94,1.45,0.0
20201209:0809,131.63,177.54,7.77,12.26,1.38,0.0
20201209:0909,143.49,188.53,17.37,14.21,1.24,0.0
20201209:1009,173.49,225.98,25.27,15.11,1.31,0.0
20201209:1109,179.64,235.08,30.74,15.9,1.17,0.0
20201209:1209,87.6,123.12,33.09,16.58,1.1,0.0
20201209:1309,199.86,261.3,31.91,17.21,1.1,0.0
20201209:1409,228.16,294.19,27.42,17.1,1.45,0.0
20201209:1509,340.21,429.19,20.26,16.85,1.38,0.0
20201209:1609,254.7,329.33,11.16,16.49,0.97,0.0
20201209:1709,0.0,0.0,0.0,15.89,0.69,0.0
20201209:1809,0.0,0.0,0.0,15.07,0.41,0.0
20201209:1909,0.0,0.0,0.0,13.99,0.9,0.0
20201209:2009,0.0,0.0,0.0,14.26,0.83,0.0
20201209:2109,0.0,0.0,0.0,13.29,1.1,0.0
20201209:2209,0.0,0.0,0.0,12.2,1.59,0.0
20201209:2309,0.0,0.0,0.0,11.98,1.79,0.0
20201210:0009,0.0,0.0,0.0,12.05,1.66,0.0
20201210:0109,0.0,0.0,0.0,11.69,1.72,0.0
20201210:0209,0.0,0.0,0.0,11.75,1.79,0.0
20201210:0309,0.0,0.0,0.0,11.9,1.79,0.0
20201210:0409,0.0,0.0,0.0,12.15,1.93,0.0
20201210:0509,0.0,0.0,0.0,12.68,2.0,0.0
20201210:0609,0.0,0.0,0.0,12.82,2.07,0.0
20201210:0709,0.0,0.0,0.0,13.48,2.41,0.0
20201210:0809,41.31,62.38,7.64,13.54,2.34,0.0
20201210:0909,346.64,431.77,17.24,14.57,2.76,0.0
20201210:1009,557.78,692.45,25.14,15.86,3.24,0.0
20201210:1109,591.09,740.6,30.62,16.98,3.1,0.0
20201210:1209,396.0,495.58,32.99,17.7,3.45,0.0
20201210:1309,372.99,467.69,31.84,18.49,3.93,0.0
20201210:1409,139.6,187.32,27.38,18.39,4.0,0.0
20201210:1509,274.07,346.65,20.24,17.84,3.52,0.0
20201210:1609,65.24,95.21,11.17,17.52,3.1,0.0
20201210:1709,0.0,0.0,0.0,16.92,3.03,0.0
20201210:1809,0.0,0.0,0.0,16.15,2.9,0.0
20201210:1909,0.0,0.0,0.0,15.64,2.83,0.0
20201210:2009,0.0,0.0,0.0,15.29,2.97,0.0
20201210:2109,0.0,0.0,0.0,15.23,3.24,0.0
20201210:2209,0.0,0.0,0.0,15.16,3.24,0.0
20201210:2309,0.0,0.0,0.0,15.19,3.31,0.0
20201211:0009,0.0,0.0,0.0,15.15,3.38,0.0
20201211:0109,0.0,0.0,0.0,15.23,3.31,0.0
20201211:0209,0.0,0.0,0.0,15.37,3.24,0.0
20201211:0309,0.0,0.0,0.0,15.5,3.24,0.0
20201211:0409,0.0,0.0,0.0,15.6,3.24,0.0
20201211:0509,0.0,0.0,0.0,15.68,3.31,0.0
20201211:0609,0.0,0.0,0.0,15.74,3.17,0.0
20201211:0709,0.0,0.0,0.0,15.84,2.76,0.0
20201211:0809,22.19,38.16,7.5,15.95,2.9,0.0
20201211:0909,88.16,122.48,17.11,16.22,3.03,0.0
20201211:1009,111.37,151.75,25.01,16.76,2.97,0.0
20201211:1109,120.6,163.56,30.51,17.42,3.72,0.0
20201211:1209,189.27,247.05,32.89,17.92,3.72,0.0
20201211:1309,300.84,381.06,31.78,18.41,3.59,0.0
20201211:1409,124.11,168.87,27.34,18.54,3.66,0.0
20201211:1509,113.77,155.74,20.23,18.33,3.31,0.0
20201211:1609,112.54,154.44,11.18,18.09,3.17,0.0
20201211:1709,0.0,0.0,0.0,17.55,2.62,0.0
20201211:1809,0.0,0.0,0.0,17.14,2.34,0.0
20201211:1909,0.0,0.0,0.0,16.89,2.21,0.0
20201211:2009,0.0,0.0,0.0,16.81,2.14,0.0
20201211:2109,0.0,0.0,0.0,16.65,2.07,0.0
20201211:2209,0.0,0.0,0.0,16.6,1.86,0.0
20201211:2309,0.0,0.0,0.0,16.37,1.52,0.0
20201212:0009,0.0,0.0,0.0,16.07,1.59,0.0
20201212:0109,0.0,0.0,0.0,15.55,1.66,0.0
20201212:0209,0.0,0.0,0.0,15.38,1.52,0.0
20201212:0309,0.0,0.0,0.0,15.26,1.38,0.0
20201212:0409,0.0,0.0,0.0,15.19,1.24,0.0
20201212:0509,0.0,0.0,0.0,14.89,1.38,0.0
20201212:0609,0.0,0.0,0.0,14.65,1.52,0.0
20201212:0709,0.0,0.0,0.0,15.06,1.59,0.0
20201212:0809,65.8,96.12,7.37,15.07,1.59,0.0
20201212:0909,166.03,217.36,16.98,15.96,1.66,0.0
20201212:1009,179.64,234.84,24.89,16.79,1.79,0.0
20201212:1109,314.58,399.33,30.4,17.38,1.66,0.0
20201212:1209,534.96,683.7,32.81,18.26,1.1,0.0
20201212:1309,431.71,550.81,31.72,18.97,0.97,0.0
20201212:1409,117.21,162.12,27.31,19.04,1.38,0.0
20201212:1509,345.89,438.61,20.23,18.8,1.72,0.0
20201212:1609,262.8,340.46,11.19,18.37,1.79,0.0
20201212:1709,0.0,0.0,0.0,17.59,1.38,0.0
20201212:1809,0.0,0.0,0.0,16.5,1.31,0.0
20201212:1909,0.0,0.0,0.0,15.56,1.52,0.0
20201212:2009,0.0,0.0,0.0,15.0,1.52,0.0
20201212:2109,0.0,0.0,0.0,14.82,1.59,0.0
20201212:2209,0.0,0.0,0.0,14.75,1.66,0.0
20201212:2309,0.0,0.0,0.0,14.85,1.79,0.0
20201213:0009,0.0,0.0,0.0,14.8,2.14,0.0
20201213:0109,0.0,0.0,0.0,14.56,2.41,0.0
20201213:0209,0.0,0.0,0.0,14.39,2.62,0.0
20201213:0309,0.0,0.0,0.0,14.37,2.69,0.0
20201213:0409,0.0,0.0,0.0,14.23,2.69,0.0
20201213:0509,0.0,0.0,0.0,14.2,2.69,0.0
20201213:0609,0.0,0.0,0.0,14.13,2.48,0.0
20201213:0709,0.0,0.0,0.0,13.76,2.14,0.0
20201213:0809,38.61,59.2,7.25,13.83,2.07,0.0
20201213:0909,209.66,267.41,16.86,14.41,2.21,0.0
20201213:1009,106.05,144.09,24.78,15.2,2.07,0.0
20201213:1109,154.77,204.45,30.3,16.1,2.07,0.0
20201213:1209,102.71,141.92,32.73,17.0,2.0,0.0
20201213:1309,83.3,118.42,31.67,17.6,1.79,0.0
20201213:1409,155.51,208.25,27.29,18.42,1.38,0.0
20201213:1509,147.16,197.61,20.23,18.56,1.31,0.0
20201213:1609,164.36,219.02,11.21,18.13,1.59,0.0
20201213:1709,0.0,0.0,0.0,17.14,1.72,0.0
20201213:1809,0.0,0.0,0.0,16.0,1.93,0.0
20201213:1909,0.0,0.0,0.0,15.6,1.59,0.0
20201213:2009,0.0,0.0,0.0,15.08,1.59,0.0
20201213:2109,0.0,0.0,0.0,14.83,1.38,0.0
20201213:2209,0.0,0.0,0.0,14.84,1.03,0.0
20201213:2309,0.0,0.0,0.0,15.06,0.48,0.0
20201214:0009,0.0,0.0,0.0,14.65,0.83,0.0
20201214:0109,0.0,0.0,0.0,14.66,0.69,0.0
20201214:0209,0.0,0.0,0.0,14.8,1.1,0.0
20201214:0309,0.0,0.0,0.0,14.82,1.52,0.0
20201214:0409,0.0,0.0,0.0,14.6,2.0,0.0
20201214:0509,0.0,0.0,0.0,14.55,2.14,0.0
20201214:0609,0.0,0.0,0.0,14.41,2.21,0.0
20201214:0709,0.0,0.0,0.0,14.42,2.41,0.0
20201214:0809,104.45,145.38,7.13,14.54,2.55,0.0
20201214:0909,381.7,477.37,16.74,15.75,2.62,0.0
20201214:1009,542.62,678.2,24.67,17.44,3.03,0.0
20201214:1109,423.06,527.95,30.21,18.79,4.41,0.0
20201214:1209,605.19,759.56,32.66,19.13,4.34,0.0
20201214:1309,121.45,166.39,31.63,19.48,4.69,0.0
20201214:1409,101.7,142.05,27.28,19.34,4.34,0.0
20201214:1509,137.56,184.27,20.24,18.52,4.14,0.0
20201214:1609,80.64,114.8,11.24,17.95,3.31,0.0
20201214:1709,0.0,0.0,0.0,17.54,2.69,0.0
20201214:1809,0.0,0.0,0.0,16.76,2.48,0.0
20201214:1909,0.0,0.0,0.0,16.09,2.48,0.0
20201214:2009,0.0,0.0,0.0,15.73,2.48,0.0
20201214:2109,0.0,0.0,0.0,15.35,2.28,0.0
20201214:2209,0.0,0.0,0.0,15.06,2.14,0.0
20201214:2309,0.0,0.0,0.0,14.94,2.21,0.0
20201215:0009,0.0,0.0,0.0,14.81,2.21,0.0
20201215:0109,0.0,0.0,0.0,14.83,2.07,0.0
20201215:0209,0.0,0.0,0.0,14.88,1.86,0.0
20201215:0309,0.0,0.0,0.0,14.88,1.66,0.0
20201215:0409,0.0,0.0,0.0,15.06,1.38,0.0
20201215:0509,0.0,0.0,0.0,14.9,1.17,0.0
20201215:0609,0.0,0.0,0.0,14.81,1.38,0.0
20201215:0709,0.0,0.0,0.0,14.62,0.97,0.0
20201215:0809,117.03,162.63,7.01,14.62,0.97,0.0
20201215:0909,70.82,100.99,16.63,15.48,1.03,0.0
20201215:1009,485.3,615.3,24.57,16.16,0.48,0.0
20201215:1109,658.67,858.94,30.13,17.11,0.48,0.0
20201215:1209,697.03,911.79,32.6,18.09,1.1,0.0
20201215:1309,581.69,741.37,31.59,18.3,1.79,0.0
20201215:1409,626.17,795.43,27.27,18.31,2.41,0.0
20201215:1509,492.79,618.89,20.26,18.16,2.48,0.0
20201215:1609,284.01,364.78,11.28,17.69,2.21,0.0
20201215:1709,0.0,0.0,0.0,16.83,1.93,0.0
20201215:1809,0.0,0.0,0.0,15.54,2.07,0.0
20201215:1909,0.0,0.0,0.0,15.02,2.07,0.0
20201215:2009,0.0,0.0,0.0,14.3,2.0,0.0
20201215:2109,0.0,0.0,0.0,13.75,1.93,0.0
20201215:2209,0.0,0.0,0.0,13.31,1.93,0.0
20201215:2309,0.0,0.0,0.0,12.9,1.86,0.0
20201216:0009,0.0,0.0,0.0,12.5,1.59,0.0
20201216:0109,0.0,0.0,0.0,11.85,1.31,0.0
20201216:0209,0.0,0.0,0.0,11.07,1.31,0.0
20201216:0309,0.0,0.0,0.0,10.5,1.45,0.0
20201216:0409,0.0,0.0,0.0,10.39,1.72,0.0
20201216:0509,0.0,0.0,0.0,10.61,2.0,0.0
20201216:0609,0.0,0.0,0.0,11.09,2.21,0.0
20201216:0709,0.0,0.0,0.0,11.81,2.48,0.0
20201216:0809,52.23,75.97,6.9,12.21,2.62,0.0
20201216:0909,190.25,242.84,16.52,13.73,2.83,0.0
20201216:1009,420.64,518.92,24.47,15.57,4.0,0.0
20201216:1109,656.45,818.98,30.05,16.9,4.34,0.0
20201216:1209,358.72,447.92,32.55,17.51,4.55,0.0
20201216:1309,143.25,190.99,31.57,17.64,4.48,0.0
20201216:1409,192.03,248.97,27.27,17.71,4.41,0.0
20201216:1509,47.36,72.37,20.28,17.61,4.34,0.0
20201216:1609,56.85,83.97,11.32,17.0,4.07,0.0
20201216:1709,0.0,0.0,0.0,16.21,3.86,0.0
20201216:1809,0.0,0.0,0.0,14.96,3.45,0.0
20201216:1909,0.0,0.0,0.0,13.34,3.66,0.0
20201216:2009,0.0,0.0,0.0,12.7,3.1,0.0
20201216:2109,0.0,0.0,0.0,12.55,2.34,0.0
20201216:2209,0.0,0.0,0.0,12.51,2.41,0.0
20201216:2309,0.0,0.0,0.0,12.26,2.41,0.0
20201217:0009,0.0,0.0,0.0,12.27,2.28,0.0
20201217:0109,0.0,0.0,0.0,11.99,2.21,0.0
20201217:0209,0.0,0.0,0.0,11.81,2.21,0.0
20201217:0309,0.0,0.0,0.0,11.32,2.34,0.0
20201217:0409,0.0,0.0,0.0,11.04,2.48,0.0
20201217:0509,0.0,0.0,0.0,10.63,2.48,0.0
20201217:0609,0.0,0.0,0.0,10.68,2.41,0.0
20201217:0709,0.0,0.0,0.0,11.16,2.21,0.0
20201217:0809,170.23,226.62,6.79,11.29,2.21,0.0
20201217:0909,354.22,438.77,16.42,12.13,2.14,0.0
20201217:1009,581.53,722.03,24.38,13.47,2.34,0.0
20201217:1109,683.18,868.47,29.98,14.84,1.86,0.0
20201217:1209,670.71,866.64,32.5,15.92,0.97,0.0
20201217:1309,470.04,598.29,31.55,16.58,0.41,0.0
20201217:1409,283.44,361.78,27.28,17.05,1.03,0.0
20201217:1509,477.61,600.27,20.31,16.82,1.66,0.0
20201217:1609,270.91,346.93,11.36,16.3,1.86,0.0
20201217:1709,0.0,0.0,0.0,15.29,1.72,0.0
20201217:1809,0.0,0.0,0.0,14.13,1.59,0.0
20201217:1909,0.0,0.0,0.0,13.83,1.59,0.0
20201217:2009,0.0,0.0,0.0,13.18,1.52,0.0
20201217:2109,0.0,0.0,0.0,12.38,1.38,0.0
20201217:2209,0.0,0.0,0.0,11.34,1.45,0.0
20201217:2309,0.0,0.0,0.0,10.32,1.59,0.0
20201218:0009,0.0,0.0,0.0,9.82,1.66,0.0
20201218:0109,0.0,0.0,0.0,9.46,1.52,0.0
20201218:0209,0.0,0.0,0.0,9.36,1.45,0.0
20201218:0309,0.0,0.0,0.0,8.93,1.38,0.0
20201218:0409,0.0,0.0,0.0,8.87,1.24,0.0
20201218:0509,0.0,0.0,0.0,8.38,1.31,0.0
20201218:0609,0.0,0.0,0.0,8.0,1.38,0.0
20201218:0709,0.0,0.0,0.0,8.9,1.1,0.0
20201218:0809,156.2,206.66,6.69,8.64,1.1,0.0
20201218:0909,386.32,480.83,16.33,11.2,0.76,0.0
20201218:1009,547.79,691.3,24.3,14.21,0.69,0.0
20201218:1109,660.85,852.87,29.91,15.65,0.76,0.0
20201218:1209,704.23,921.03,32.46,16.6,0.83,0.0
20201218:1309,696.17,904.87,31.53,17.23,1.24,0.0
20201218:1409,634.7,812.7,27.29,17.47,1.52,0.0
20201218:1509,466.5,587.09,20.34,17.42,1.72,0.0
20201218:1609,33.25,53.57,11.41,16.82,2.34,0.0
20201218:1709,0.0,0.0,0.0,15.64,2.14,0.0
20201218:1809,0.0,0.0,0.0,14.58,1.72,0.0
20201218:1909,0.0,0.0,0.0,14.19,1.24,0.0
20201218:2009,0.0,0.0,0.0,13.53,0.76,0.0
20201218:2109,0.0,0.0,0.0,13.79,0.41,0.0
20201218:2209,0.0,0.0,0.0,12.97,0.9,0.0
20201218:2309,0.0,0.0,0.0,10.79,1.24,0.0
20201219:0009,0.0,0.0,0.0,9.94,1.31,0.0
20201219:0109,0.0,0.0,0.0,9.37,1.52,0.0
20201219:0209,0.0,0.0,0.0,9.46,1.66,0.0
20201219:0309,0.0,0.0,0.0,9.28,1.66,0.0
20201219:0409,0.0,0.0,0.0,9.02,1.59,0.0
20201219:0509,0.0,0.0,0.0,8.8,1.66,0.0
20201219:0609,0.0,0.0,0.0,8.66,1.66,0.0
20201219:0709,0.0,0.0,0.0,9.12,1.59,0.0
20201219:0809,126.61,169.74,6.59,9.58,1.59,0.0
20201219:0909,146.89,189.54,16.24,11.45,1.38,0.0
20201219:1009,467.24,582.2,24.22,13.87,1.31,0.0
20201219:1109,584.05,737.89,29.86,15.14,1.38,0.0
20201219:1209,663.41,850.95,32.43,15.95,1.38,0.0
20201219:1309,558.47,706.79,31.53,16.54,1.59,0.0
20201219:1409,584.31,736.71,27.31,16.81,2.14,0.0
20201219:1509,360.47,451.66,20.38,16.72,2.21,0.0
20201219:1609,297.53,379.58,11.47,16.43,2.0,0.0
20201219:1709,0.0,0.0,0.0,15.42,1.79,0.0
20201219:1809,0.0,0.0,0.0,14.38,1.66,0.0
20201219:1909,0.0,0.0,0.0,14.69,1.72,0.0
20201219:2009,0.0,0.0,0.0,14.4,1.72,0.0
20201219:2109,0.0,0.0,0.0,14.1,2.07,0.0
20201219:2209,0.0,0.0,0.0,13.75,2.41,0.0
20201219:2309,0.0,0.0,0.0,13.73,2.69,0.0
20201220:0009,0.0,0.0,0.0,13.5,2.69,0.0
20201220:0109,0.0,0.0,0.0,13.32,2.62,0.0
20201220:0209,0.0,0.0,0.0,13.61,2.55,0.0
20201220:0309,0.0,0.0,0.0,13.68,2.62,0.0
20201220:0409,0.0,0.0,0.0,13.4,2.62,0.0
20201220:0509,0.0,0.0,0.0,13.65,2.55,0.0
20201220:0609,0.0,0.0,0.0,13.85,2.34,0.0
20201220:0709,0.0,0.0,0.0,14.11,1.66,0.0
20201220:0809,46.63,70.63,6.5,14.22,1.45,0.0
20201220:0909,34.25,53.57,16.16,14.74,1.24,0.0
20201220:1009,82.34,115.6,24.16,15.51,0.97,0.0
20201220:1109,267.15,342.67,29.81,16.53,0.55,0.0
20201220:1209,673.77,882.66,32.4,17.45,0.55,0.0
20201220:1309,330.83,421.69,31.53,17.89,1.1,0.0
20201220:1409,115.01,158.22,27.34,18.12,1.86,0.0
20201220:1509,188.72,245.86,20.43,17.84,2.41,0.0
20201220:1609,238.2,307.11,11.53,17.22,2.34,0.0
20201220:1709,0.0,0.0,0.0,16.37,2.0,0.0
20201220:1809,0.0,0.0,0.0,15.2,2.07,0.0
20201220:1909,0.0,0.0,0.0,14.62,2.48,0.0
20201220:2009,0.0,0.0,0.0,14.02,2.34,0.0
20201220:2109,0.0,0.0,0.0,13.65,1.93,0.0
20201220:2209,0.0,0.0,0.0,13.19,1.72,0.0
20201220:2309,0.0,0.0,0.0,12.77,1.86,0.0
20201221:0009,0.0,0.0,0.0,12.44,1.79,0.0
20201221:0109,0.0,0.0,0.0,12.08,1.72,0.0
20201221:0209,0.0,0.0,0.0,11.72,1.79,0.0
20201221:0309,0.0,0.0,0.0,11.44,1.86,0.0
20201221:0409,0.0,0.0,0.0,11.24,1.86,0.0
20201221:0509,0.0,0.0,0.0,10.96,1.79,0.0
20201221:0609,0.0,0.0,0.0,10.74,1.72,0.0
20201221:0709,0.0,0.0,0.0,10.48,1.59,0.0
20201221:0809,141.16,189.82,6.42,10.63,1.72,0.0
20201221:0909,384.58,476.87,16.08,11.75,1.66,0.0
20201221:1009,558.43,695.58,24.09,13.21,1.66,0.0
20201221:1109,664.31,842.2,29.76,14.92,1.86,0.0
20201221:1209,709.75,910.32,32.39,16.48,2.14,0.0
20201221:1309,705.47,903.01,31.54,17.6,2.62,0.0
20201221:1409,637.35,807.21,27.38,18.17,2.83,0.0
20201221:1509,496.94,623.38,20.49,18.32,2.76,0.0
20201221:1609,301.45,385.93,11.6,17.91,2.34,0.0
20201221:1709,0.0,0.0,0.0,16.7,2.14,0.0
20201221:1809,0.0,0.0,0.0,15.3,2.28,0.0
20201221:1909,0.0,0.0,0.0,14.38,1.72,0.0
20201221:2009,0.0,0.0,0.0,13.57,1.45,0.0
20201221:2109,0.0,0.0,0.0,12.7,1.24,0.0
20201221:2209,0.0,0.0,0.0,12.56,1.1,0.0
20201221:2309,0.0,0.0,0.0,12.11,1.17,0.0
20201222:0009,0.0,0.0,0.0,11.29,1.31,0.0
20201222:0109,0.0,0.0,0.0,10.23,1.45,0.0
20201222:0209,0.0,0.0,0.0,9.39,1.59,0.0
20201222:0309,0.0,0.0,0.0,9.03,1.59,0.0
20201222:0409,0.0,0.0,0.0,8.85,1.59,0.0
20201222:0509,0.0,0.0,0.0,8.75,1.72,0.0
20201222:0609,0.0,0.0,0.0,8.69,1.79,0.0
20201222:0709,0.0,0.0,0.0,8.95,2.07,0.0
20201222:0809,145.31,193.69,6.33,9.42,2.07,0.0
20201222:0909,387.55,480.82,16.01,11.73,1.59,0.0
20201222:1009,547.15,689.84,24.04,15.16,1.1,0.0
20201222:1109,655.43,848.97,29.73,17.69,1.03,0.0
20201222:1209,707.22,925.07,32.38,19.23,1.59,0.0
20201222:1309,695.53,904.97,31.56,19.95,2.0,0.0
20201222:1409,629.46,808.67,27.42,20.18,2.14,0.0
20201222:1509,494.38,626.9,20.55,19.98,2.14,0.0
20201222:1609,305.0,393.16,11.68,19.12,1.86,0.0
20201222:1709,0.0,2.82,1.42,17.46,1.72,0.0
20201222:1809,0.0,0.0,0.0,15.93,1.31,0.0
20201222:1909,0.0,0.0,0.0,15.59,0.55,0.0
20201222:2009,0.0,0.0,0.0,13.16,1.79,0.0
20201222:2109,0.0,0.0,0.0,12.14,1.79,0.0
20201222:2209,0.0,0.0,0.0,11.72,1.86,0.0
20201222:2309,0.0,0.0,0.0,11.13,1.93,0.0
20201223:0009,0.0,0.0,0.0,10.67,1.86,0.0
20201223:0109,0.0,0.0,0.0,10.15,1.79,0.0
20201223:0209,0.0,0.0,0.0,9.63,1.72,0.0
20201223:0309,0.0,0.0,0.0,9.24,1.66,0.0
20201223:0409,0.0,0.0,0.0,8.92,1.66,0.0
20201223:0509,0.0,0.0,0.0,8.72,1.72,0.0
20201223:0609,0.0,0.0,0.0,8.66,1.86,0.0
20201223:0709,0.0,0.0,0.0,8.92,2.0,0.0
20201223:0809,137.52,183.59,6.26,9.0,1.93,0.0
20201223:0909,383.53,476.32,15.94,11.47,1.31,0.0
20201223:1009,540.92,685.41,23.99,15.4,0.69,0.0
20201223:1109,643.84,844.4,29.7,17.66,0.14,0.0
20201223:1209,694.42,914.15,32.37,18.78,0.9,0.0
20201223:1309,690.23,901.47,31.59,19.25,1.45,0.0
